Count:,0,Time:,0.433333
Count:,1,Time:,0.55873
Count:,2,Time:,0.593639
Count:,3,Time:,0.610306
Count:,4,Time:,0.641913
Count:,5,Time:,0.65858
Count:,6,Time:,0.675247
Count:,7,Time:,0.691914
Count:,8,Time:,0.70858
Count:,9,Time:,0.725247
Count:,10,Time:,0.741914
Count:,11,Time:,0.758581
Count:,12,Time:,0.775247
Count:,13,Time:,0.791914
Count:,14,Time:,0.808581
Count:,15,Time:,0.825248
Count:,16,Time:,0.841914
Count:,17,Time:,0.858581
Count:,18,Time:,0.875248
Count:,19,Time:,0.891914
Count:,20,Time:,0.908581
Count:,21,Time:,0.925248
Count:,22,Time:,0.941915
Count:,23,Time:,0.958581
Count:,24,Time:,0.975248
Count:,25,Time:,0.991915
Count:,26,Time:,1.00858
Count:,27,Time:,1.02525
Count:,28,Time:,1.04192
Count:,29,Time:,1.05858
Count:,30,Time:,1.07525
Count:,31,Time:,1.09192
Count:,32,Time:,1.10858
Count:,33,Time:,1.12525
Count:,34,Time:,1.14192
Count:,35,Time:,1.15858
Count:,36,Time:,1.17525
Count:,37,Time:,1.19192
Count:,38,Time:,1.20858
Count:,39,Time:,1.22525
Count:,40,Time:,1.24192
Count:,41,Time:,1.25858
Count:,42,Time:,1.27525
Count:,43,Time:,1.29192
Count:,44,Time:,1.30858
Count:,45,Time:,1.32525
Count:,46,Time:,1.34192
Count:,47,Time:,1.35858
Count:,48,Time:,1.37525
Count:,49,Time:,1.39192
Count:,50,Time:,1.40858
Count:,51,Time:,1.42525
Count:,52,Time:,1.44192
Count:,53,Time:,1.45858
Count:,54,Time:,1.47525
Count:,55,Time:,1.49192
Count:,56,Time:,1.50858
Count:,57,Time:,1.52525
Count:,58,Time:,1.54192
Count:,59,Time:,1.55858
Count:,60,Time:,1.57525
Count:,61,Time:,1.59192
Count:,62,Time:,1.60858
Count:,63,Time:,1.62525
Count:,64,Time:,1.64192
Count:,65,Time:,1.65858
Count:,66,Time:,1.68816
Count:,67,Time:,1.68816
Count:,68,Time:,1.68816
Count:,69,Time:,1.68816
Count:,70,Time:,1.68816
Count:,71,Time:,1.68816
Count:,72,Time:,1.68816
Count:,73,Time:,1.68816
Count:,74,Time:,1.68816
Count:,75,Time:,1.68816
Count:,76,Time:,1.68816
Count:,77,Time:,1.68816
Count:,78,Time:,1.68816
Count:,79,Time:,1.68816
Count:,80,Time:,1.68816
Count:,81,Time:,1.68816
Count:,82,Time:,1.68816
Count:,83,Time:,1.68816
Count:,84,Time:,1.68816
Count:,85,Time:,1.68816
Count:,86,Time:,1.68816
Count:,87,Time:,1.68816
Count:,88,Time:,1.68816
Count:,89,Time:,1.68816
Count:,90,Time:,1.68816
